,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num,lead_no_background,potassium_no_background,adjusted_lead
231, rois\0074-4.roi.h502, (blue),2822,2821.98,11.053666,10.843325,30.135935,-158.18715,31193.438,311932.47,4.3760106,2.3102365,0.75549421,0.75508773,0.80404919,0.71251816,2132.0049,21319.91,0.013749169,0.012082229,15.525394,15.03991,41.212395,1.1491344,43812.625,438123.82,5.510049,4.0439011,22.086518,21.592831,57.17313,4.1550159,62328.039,623277.55,6.5976843,4.1945145,2.5362604,2.4399855,7.462851,0.000320027,7157.3262,71572.812,1.1716466,0.95909619,39.67567,40.163445,69.925629,12.348213,111964.85,1119640.2,9.4987984,3.9408529,9.5810652,9.0788288,23.575363,3.2830575,27037.771,270375.93,3.1047841,1.561578,0.18054574,0.17337799,0.54889578,0.00086443,509.4996,5094.9681,0.086457433,0.076791509,0.3821154,0.36864734,1.1963267,0.025296025,1078.3286,10783.228,0.15638529,0.11536287,0.11121598,0.10743854,0.31070876,0.003116584,313.85165,3138.495,0.047252583,0.042612674,0.97359054,0.62171471,11.542848,0.068217792,2747.4719,27474.549,1.0575127,0.61676185,0.00925145,0.006950331,0.062008765,6.3e-31,26.10759,261.07425,0.00892503,0.008303415,0.12716303,0.12493215,0.3229185,0.007172107,358.85431,3588.5177,0.051385925,0.03878507,0.037888191,0.02987537,0.20713711,2.7100000000000004e-26,106.92046,1069.1979,0.035393586,0.033739288,,,0074,0.012062771,39.646009901,0.00030426191765884963
234, rois\0075-4.roi.h501, (green),340,340.0,9.9143574,8.9656353,32.054157,1.1725247,3370.8833,33708.797,4.848386,3.6154135,0.76308523,0.76364994,0.79421651,0.72399998,259.44894,2594.4884,0.013986646,0.013749515,15.356935,15.358337,35.801098,1.1467019,5221.3579,52213.552,6.1597862,4.1472488,25.139206,23.154758,72.770447,6.0056481,8547.332,85473.253,11.277769,7.1895265,1.4709939,1.2293464,7.710815,0.00734694,500.13776,5001.3765,1.1771523,0.93738146,28.866335,27.890944,53.000233,7.011559,9814.5576,98145.485,9.8839444,4.2884454,7.7810941,7.797389,17.690266,2.7076221,2645.571,26455.706,2.263338,1.4940277,0.14971477,0.13951148,0.46246752,0.000476008,50.903027,509.02995,0.08248684,0.077506493,0.40073244,0.32895714,2.7058702,0.06289956,136.24907,1362.4896,0.30649968,0.18662981,0.20833755,0.20352152,0.46964565,0.032449249,70.834763,708.34729,0.090450605,0.065077712,0.29898809,0.27974072,1.476737,0.037635908,101.65594,1016.559,0.1477316,0.11052114,0.009747319,0.00662689,0.084116928,8.63e-13,3.3140881,33.140868,0.010691289,0.009327466,0.17855279,0.17107426,0.37629443,0.015906179,60.707935,607.07916,0.072344403,0.055371755,2.6580476,0.75219369,40.473213,0.16146724,903.73621,9037.357,5.3307719,3.1005873,,,0075,2.627513228,28.789767217999998,0.09126552528556817
235, rois\0075-4.roi.h502, (blue),885,885.0,11.284702,9.5525684,66.091087,-150.09698,9986.96,99869.555,9.9563763,5.0840631,0.76256787,0.7622667,0.80598003,0.72098392,674.87207,6748.7219,0.012630906,0.01194969,20.147375,19.783743,48.34161,0.018244518,17830.422,178304.17,8.3296469,4.8160808,25.373816,23.533716,110.12029,0.44958726,22455.836,224558.15,12.690608,7.6799647,1.6456408,1.2586834,15.496268,6.91e-07,1456.3921,14563.913,1.6298326,1.0681963,33.791414,34.561016,65.541267,0.62446564,29905.404,299053.85,14.603278,4.2512952,6.3094167,5.9640799,15.695208,0.25813004,5583.8369,55838.307,2.3986423,1.356664,0.1441302,0.131504,0.62369013,3.66e-09,127.55528,1275.5515,0.081355848,0.072545825,0.62778946,0.5327462,2.9090466,0.027599959,555.59375,5555.9337,0.46738169,0.26680219,0.2364652,0.22030222,0.64828062,0.013921795,209.27148,2092.7159,0.10817113,0.066298395,0.43766619,0.43568867,3.4375124,0.015286126,387.33444,3873.3437,0.22248987,0.11624809,0.012756384,0.007387272,0.33079928,3.28e-17,11.289392,112.89394,0.021476961,0.012387121,0.1140684,0.10782635,0.31410167,2.64e-06,100.95057,1009.5048,0.053250088,0.039819989,3.9982181,0.83719754,81.816551,0.012722199,3538.4229,35384.211,9.7912632,4.3232304,,,0075,3.967683728,33.714846218000005,0.11768357780263862
238, rois\0076-4.roi.h501, (green),3054,3054.01,7.5265625,7.3729458,72.577194,1.3008296,22986.131,229861.73,2.7336719,2.035495,0.76371364,0.76405323,0.81513828,0.71352983,2332.3813,23323.867,0.014267588,0.012261998,9.4319218,8.849371,44.200329,0.040736411,28805.074,288051.54,4.5413377,3.2976964,21.246643,20.141356,69.530174,1.5332726,64887.27,648873.93,8.7162558,5.263919,1.3037194,1.2192417,4.597589,8.93e-05,3981.5576,39815.68,0.72108349,0.62638243,36.665568,36.146004,82.101295,11.918768,111976.7,1119768.9,10.309389,4.4984262,3.090427,2.8714187,16.568108,0.076522656,9438.1758,94381.852,1.3549339,0.89579255,0.21772397,0.20432641,0.7758441,0.001315277,664.92871,6649.3049,0.10046717,0.087997309,0.37635439,0.31821641,2.0891047,0.004240773,1149.3888,11493.889,0.2391601,0.1330505,0.093326827,0.086861446,3.2872334,0.00039744,285.02026,2850.2077,0.081756428,0.042875927,0.13179894,0.1258295,0.43576208,0.011042684,402.51395,4025.1487,0.053230653,0.043133981,0.007301913,0.005122492,0.047426254,8.44e-25,22.300055,223.00093,0.007197815,0.006784902,0.056042175,0.053286299,0.23888801,7.66e-12,171.15291,1711.5319,0.028380249,0.024107015,0.038350585,0.031066962,1.3909128,1.38e-16,117.1227,1171.2295,0.046058942,0.033382054,,,0076,0.013502054999999999,36.48864153,0.0003700344664489349
239, rois\0076-4.roi.h502, (blue),1712,1712.0,11.025359,10.76799,33.208771,3.6718786,18875.424,188754.55,3.1682834,2.52673,0.7582602,0.75819987,0.80938631,0.70459861,1298.1423,12981.442,0.013828456,0.012444047,13.44147,12.79186,44.040268,1.897669,23011.811,230118.46,5.1680149,3.7236309,24.942228,24.596439,56.80814,6.4809217,42701.082,427011.85,7.9156056,4.8756964,2.1708284,2.0557549,7.1778855,8.44e-08,3716.4592,37164.663,1.0084529,0.85786051,53.819716,53.526783,89.030289,31.251507,92139.352,921395.5,9.3979682,5.1062482,3.7467498,3.6718588,8.3298416,0.67164534,6414.4336,64144.493,1.2063523,0.96288953,0.30904983,0.29719934,0.798015,0.027971702,529.09399,5290.9444,0.12270368,0.10680611,0.30000998,0.2891525,1.2599417,0.032504078,513.61713,5136.1819,0.10823044,0.097221811,0.10981409,0.10686467,0.35592562,0.001060869,188.00192,1880.0213,0.045603832,0.043823524,0.9894016,0.47557309,12.485633,0.10609389,1693.8561,16938.592,1.2859877,0.75673426,0.009055805,0.006818539,0.058910705,5.7e-23,15.503549,155.03572,0.008473817,0.007909502,0.099179658,0.095959321,0.2485674,0.007419121,169.79533,1697.9594,0.03870722,0.035209726,0.040400732,0.03120899,1.5379471,4.71e-28,69.166092,691.66201,0.054669211,0.038333567,,,0076,0.015552202000000001,53.64278953,0.00028992157447931287
242, rois\0077-4.roi.h501, (green),477,477.01,20.006893,19.938618,27.651756,12.467676,9543.2881,95434.851,2.6484538,2.0475602,0.73126901,0.73133236,0.76482618,0.69950736,348.81531,3488.2253,0.012126618,0.011636438,31.487439,28.751799,74.879509,8.4832516,15019.501,150198.19,12.613008,6.316853,66.68814,65.066429,141.16162,13.933477,31810.246,318109.0,28.197922,8.4463357,5.6418588,5.4525399,12.671018,0.99607903,2691.1675,26912.223,1.8732361,1.5830743,111.32277,112.7542,176.17062,53.718311,53100.961,531020.56,25.794744,8.6209115,12.661058,12.296881,24.616362,6.3751168,6039.3242,60394.495,2.8674619,1.8947988,0.43869362,0.43095601,1.1627128,0.066763051,209.25677,2092.6118,0.13362699,0.12509887,1.2142474,1.2041532,3.3547714,0.33457032,579.19568,5792.0796,0.33544428,0.25461635,0.15152921,0.14484651,0.35876283,0.021987606,72.279472,722.80925,0.058771682,0.054889772,0.44149564,0.43788689,0.78122807,0.13674153,210.59329,2105.9777,0.1069029,0.087686463,0.012700879,0.01047181,0.053927075,2.38e-44,6.0583205,60.584444,0.01089392,0.010192816,0.17631023,0.17250527,0.35156572,0.039261229,84.100006,841.01717,0.055929436,0.049651465,0.15225153,0.12526567,4.2451873,1.65e-16,72.623955,726.25483,0.22151035,0.10988711,,,0077,0.128612336,111.06878528,0.0011579521255749164
243, rois\0077-4.roi.h502, (blue),1516,1516.03,20.849634,21.102928,37.271603,9.4608669,31608.063,316086.97,3.9054742,2.0401994,0.72625673,0.72667158,0.78131789,0.68617415,1101.0044,11010.279,0.013714378,0.012111078,50.493721,52.085236,106.69586,6.850368,76548.539,765500.58,18.709427,8.3171932,78.603925,80.362457,145.89397,23.02673,119163.53,1191660.1,24.187451,9.2152804,5.5940103,5.5120449,12.758036,1.2876399,8480.5205,84806.944,1.8530758,1.5694283,130.70379,132.76579,203.17415,58.102089,198146.95,1981510.2,28.769054,9.8271379,11.314894,11.26394,20.363407,3.86238,17153.373,171537.33,2.7060553,1.8834903,0.42175591,0.40782264,0.9867053,0.059068326,639.38196,6393.9514,0.15335647,0.1379049,1.5844285,1.5556289,4.0576844,0.42629337,2401.9951,24020.431,0.48785935,0.30365951,0.16155329,0.158088,0.38168094,0.007518067,244.91481,2449.1983,0.062240955,0.057520466,1.0659105,0.85571826,10.668897,0.29058698,1615.9199,16159.536,0.92559583,0.46489697,0.013268031,0.010506132,0.09560407,1.04e-37,20.114347,201.14749,0.012139577,0.011283065,0.23692107,0.23060536,0.55140096,0.030720001,359.17172,3591.7974,0.079020726,0.059263645,0.082632057,0.06952329,0.41256821,5.5100000000000005e-27,125.27029,1252.7278,0.068162239,0.063376456,,,0077,0.05899286299999999,130.44980528,0.0004522265316791893
248, rois\0080-2.roi.h501, (green),1498,134.832,6.6463352,6.457293,19.115252,1.2702942,9956.2012,8961.401,2.027869,1.8798281,0.74868978,0.74879229,0.79237944,0.71358025,1121.5372,1009.475,0.011984697,0.011813408,12.36061,12.162136,28.23587,2.4712083,18516.191,16666.085,3.8267787,3.3105576,7.6092103,7.5146255,16.268579,1.7776833,11398.597,10259.667,2.1417393,1.9896987,0.43931639,0.3949123,2.1161029,1.09e-05,658.09528,592.34001,0.34878,0.32984878,0.43167728,0.39228886,1.8930501,6.24e-06,646.65259,582.04004,0.26921306,0.2538729,3.8340006,3.7939909,7.5603356,1.4620731,5743.3403,5169.4678,0.890359,0.74095412,0.10867677,0.10167574,0.42719653,1.12e-07,162.79785,146.53129,0.06320225,0.060962222,5.5749471,5.4064484,10.637414,2.9016843,8351.2676,7516.8247,1.2169454,0.60311852,0.10761039,0.1048044,0.28990135,0.002191103,161.20024,145.09347,0.042676162,0.040982737,0.11079436,0.10700296,0.28063962,0.003413207,165.96991,149.38649,0.042085357,0.039675145,0.009372427,0.007287218,0.059892982,5.93e-14,14.039907,12.637051,0.008901674,0.008383279,0.20867398,0.20590113,0.42947873,0.058260981,312.59341,281.35975,0.053459728,0.046879326,0.74552534,0.72947997,1.5442472,0.1701194,1116.7975,1005.2083,0.22224251,0.19238035,,,0080,0.048885180000000084,-0.0022002500000000147,0.0
250, rois\0081-2.roi.h501, (green),2260,203.4,5.3771917,5.2280846,13.999664,0.65748692,12152.466,10937.212,2.0414574,1.9336653,0.74464205,0.74457312,0.79163438,0.70545155,1682.8926,1514.6026,0.011581851,0.011099164,4.4944996,4.2810869,15.333684,0.026007228,10157.575,9141.8159,2.1607468,1.9222163,5.3806659,5.1420941,13.915599,0.49080858,12160.3,10944.279,2.0840361,1.6599065,1.848373,1.7377778,6.8098221,0.004382052,4177.3213,3759.5922,0.9760819,0.78308285,18.731381,18.447052,32.114059,9.3903618,42332.895,38099.645,3.6244772,1.9815321,4.9072801,4.8397293,9.5227327,1.6889628,11090.458,9981.4119,1.2640284,0.87387206,0.086244195,0.079063602,0.32436588,9.12e-05,194.9119,175.42077,0.055070684,0.052454368,0.20892408,0.20158274,0.6017409,0.000828271,472.16885,424.95176,0.086856813,0.076543587,0.087967582,0.084594943,0.2479773,0.001802574,198.80675,178.92614,0.038841466,0.037202951,0.21885286,0.20665976,1.9227263,0.05115046,494.60727,445.1469,0.093290761,0.063946731,0.007353899,0.005145585,0.047551133,6.98e-12,16.619789,14.957836,0.007328835,0.006829053,0.059106699,0.055885557,0.20820978,7.42e-05,133.5813,120.22308,0.028078072,0.025327087,0.066732355,0.059223745,0.2830835,1.23e-22,150.81525,135.73367,0.047948843,0.045564912,,,0081,-0.0057798020000000006,3.2708819999999985,0.0
252, rois\0082-3.roi.h501, (green),46,4.13975,10.725851,10.976243,14.242249,7.1689963,493.3891,444.02352,1.711039,1.4398601,0.7328392,0.73372781,0.75162333,0.70872271,33.710609,30.337718,0.011006764,0.011115152,11.530696,11.303487,17.918352,5.476068,530.41199,477.34208,3.3397325,2.7903504,20.472534,20.87138,29.557333,13.51479,941.73651,847.51194,3.8443894,3.6652405,3.5194904,3.5109532,5.5014534,1.1813664,161.89661,145.69814,1.0059038,1.0020279,48.40794,48.569889,58.318798,38.799232,2226.7656,2003.9682,4.2156261,3.6573869,12.69295,12.517717,15.80044,10.066153,583.87579,525.45653,1.3849039,1.2963508,0.20956452,0.20708238,0.42755798,0.089673966,9.6399679,8.6754492,0.08450463,0.080543435,0.42181762,0.41989666,0.72535151,0.18140839,19.40361,17.462199,0.11997241,0.11925953,0.13042873,0.11216447,0.26676354,0.053411093,5.999722,5.3994246,0.05407343,0.050243523,0.43767115,0.43354002,0.59240949,0.26853651,20.132872,18.118496,0.084501234,0.081174162,0.011308959,0.008318269,0.06087146,1.33e-13,0.52021211,0.46816275,0.012025952,0.011345191,0.15739393,0.1606677,0.24871658,0.077063523,7.2401214,6.5157168,0.042749245,0.043072985,0.045709001,0.047260553,0.12929876,3.1e-05,2.1026139,1.8922388,0.033161682,0.032497168,,,0082,0.0023301930000000012,-1.3125179999999972,0.0
253, rois\0082-3.roi.h502, (blue),1334,120.053,10.772721,10.707646,30.139685,4.3864546,14370.814,12932.95,2.2934799,1.9238196,0.73640457,0.73658872,0.78109455,0.69981915,982.36377,884.0741,0.011604245,0.011310616,13.931717,13.556249,34.181782,0.92392063,18584.916,16725.413,4.9797279,3.7259909,24.62418,24.30777,56.443806,7.3081326,32848.691,29562.011,8.0335687,3.825261,2.9308374,2.8546298,7.0546365,0.20620601,3909.7385,3518.5516,1.1062653,1.020047,47.744059,47.882111,63.713161,29.288343,63690.59,57318.067,5.9088865,3.7376092,10.665458,10.614622,16.242733,6.0332813,14227.706,12804.178,1.7840192,1.3567702,0.20672261,0.19792841,0.57389712,0.005876415,275.76804,248.17622,0.088692994,0.085321289,0.41391087,0.40794045,1.2006487,0.065797836,552.15692,496.91148,0.12779261,0.11393418,0.13451872,0.13095355,0.34085214,0.001882751,179.44797,161.49346,0.050180434,0.047456847,0.52250672,0.43633866,8.8477345,0.1810392,697.02484,627.2838,0.59561092,0.1541289,0.009227064,0.006895301,0.06087146,1.6300000000000001e-21,12.308904,11.077346,0.008902382,0.008490962,0.14333764,0.13946141,0.29837346,0.019550079,191.21246,172.08081,0.044030078,0.040704173,0.04102384,0.033766668,0.30784681,8.36e-20,54.725758,49.250257,0.036721826,0.034100649,,,0082,-0.002354967999999999,-1.9763990000000007,0.0011915448247039177
255, rois\0083-4.roi.h501, (green),27,2.43023,11.233491,11.138391,14.739597,6.6535473,303.30429,272.99935,1.8423588,1.4381568,0.74019496,0.73688209,0.76416332,0.72303206,19.985262,17.988418,0.010962732,0.011283651,24.27589,23.573942,33.122314,13.707831,655.44904,589.95924,4.5591161,4.4748727,21.84037,21.872892,31.756802,13.996406,589.69,530.77058,4.9890483,4.26849,1.4035291,1.3231311,2.8902254,0.43933639,37.895287,34.108944,0.76786882,0.70358567,52.415142,51.406742,62.689072,48.092716,1415.2087,1273.807,3.416374,3.0993385,3.8451648,3.8914049,5.6916533,1.8303438,103.81944,93.446236,0.75380327,0.67213631,0.15321486,0.14844847,0.3684873,0.001998839,4.1368017,3.7234691,0.082316407,0.086714926,0.6402445,0.53487372,1.3445934,0.30979592,17.286602,15.559395,0.23507834,0.22657043,0.39624876,0.39783671,0.54252875,0.26419678,10.698715,9.6297444,0.080732834,0.072997277,0.83013633,0.73943752,1.7442627,0.47230414,22.413679,20.174198,0.33765705,0.30370647,0.012715915,0.009096484,0.039430246,3.32e-12,0.34332967,0.3090256,0.012631033,0.012753325,0.11572409,0.11540088,0.19476254,0.038609307,3.1245501,2.8123581,0.040895279,0.023488885,1.2211536,0.8837353,5.7815351,0.3771922,32.971149,29.676805,1.0992107,0.47605263,,,0083,-2.4146907,2.818334,0.0
256, rois\0083-4.roi.h502, (blue),653,58.7755,10.246755,9.9524794,21.788519,3.7947953,6691.1299,6022.5811,2.6578709,2.1617994,0.73965138,0.73966944,0.7728495,0.70941705,482.99203,434.73375,0.011147783,0.010840468,27.576678,27.444372,49.187832,10.398713,18007.57,16208.328,5.762472,4.8939254,23.335645,22.84783,45.592808,11.439264,15238.19,13715.641,5.1584147,4.0100132,1.5868512,1.4717897,4.7354875,0.046196353,1036.214,932.67964,0.78006281,0.73190075,53.167586,53.216148,68.25769,39.297718,34718.461,31249.511,5.1693355,3.9408453,4.7481976,4.3261504,11.03766,1.2652582,3100.5725,2790.7766,1.7827599,1.0077712,0.13549816,0.12888546,0.38584313,2.66e-08,88.480316,79.639713,0.071244581,0.066740087,0.6570784,0.60539752,2.0855956,0.24280789,429.07248,386.20107,0.24752914,0.16978735,0.3490417,0.34603935,0.59661627,0.10160825,227.92429,205.15098,0.084273666,0.077996936,0.61125689,0.59276694,1.7442627,0.30173036,399.15063,359.26925,0.14149478,0.11039401,0.009726115,0.007410151,0.05260516,1.27e-20,6.3511553,5.7165718,0.009321124,0.008786872,0.11209657,0.10796116,0.24081615,0.021782093,73.199089,65.885314,0.041439831,0.036577738,1.4920308,0.80306852,17.10331,0.20968746,974.29541,876.94848,2.1456768,0.88819407,,,0083,-2.1438135000000003,3.570777999999997,0.0
259, rois\0084-4.roi.h501, (green),36,3.2398,14.345069,14.423686,22.600174,5.7137251,516.42249,464.7522,5.0468539,3.6775987,0.73142005,0.73199701,0.75819987,0.7038123,26.33112,23.69658,0.013032729,0.013325943,9.3440569,9.5686293,19.417757,3.1262805,336.38605,302.72918,3.651838,3.2824966,21.264992,19.981705,38.928989,8.6282978,765.53992,688.94418,7.8558879,5.4922638,1.9181606,1.9368827,3.184124,0.22748564,69.053787,62.144653,0.81204743,0.78832174,53.282865,53.436459,66.804848,40.921246,1918.1832,1726.2607,7.2514532,5.8914722,3.2190694,3.1782632,4.831553,1.3639963,115.8865,104.29156,0.91043315,0.92556,0.2929167,0.29126891,0.63103181,0.038110156,10.545001,9.4899286,0.1210884,0.11660253,0.42255259,0.4149169,0.69692773,0.11197354,15.211892,13.689878,0.14102689,0.11127944,0.10314641,0.1056641,0.18895251,0.038998019,3.7132711,3.3417422,0.038678727,0.037836047,4.2074415,4.2430167,8.0532675,0.71794367,151.46791,136.31288,2.3028486,1.571637,0.011252464,0.008941491,0.038503721,6.04e-10,0.40508872,0.36455783,0.011278695,0.011721495,0.11607168,0.12243205,0.24483909,0.041316327,4.1785798,3.7604954,0.041076197,0.035290476,0.035483154,0.02643818,0.12585042,2.37e-17,1.2773936,1.1495848,0.037447774,0.037358999,,,0084,-0.022019053999999996,3.0810540000000017,0.0
260, rois\0084-4.roi.h502, (blue),27,2.42985,10.375748,10.411871,16.651249,6.981647,280.1452,252.11553,1.9865159,1.9465438,0.73400142,0.73409098,0.74958682,0.71566057,19.818039,17.835162,0.009122386,0.009228961,13.451788,12.540295,25.193289,7.3024874,363.1983,326.8588,4.3161215,3.9109669,25.669249,25.234188,33.549301,18.811752,693.0697,623.72526,3.8991636,3.6468253,2.2962999,1.9976631,5.547895,0.83485001,62.000095,55.796734,1.1418208,1.0826263,53.382972,53.137173,61.766106,47.674412,1441.3402,1297.1282,3.6537573,3.6260105,4.1632718,4.1436343,6.3407402,2.1778386,112.40833,101.16142,0.98189263,0.94826793,0.3558805,0.34050906,0.58103681,0.19879986,9.6087742,8.6473764,0.1152674,0.11562576,0.4378018,0.41010255,1.0226421,0.25046086,11.820648,10.637944,0.17550059,0.15820451,0.12440031,0.13201471,0.19477351,0.033789195,3.3588083,3.0227457,0.041136725,0.041609384,0.43093146,0.43222597,0.64676881,0.28840634,11.635151,10.471005,0.096955538,0.085127002,0.011694526,0.009810498,0.052234113,2.11e-10,0.31575224,0.2841599,0.012128275,0.011187545,0.10631246,0.096617058,0.21148846,0.040041279,2.8704369,2.5832375,0.041205238,0.039361548,0.96089082,0.22776563,8.508812,5.79e-05,25.944052,23.348243,1.9154988,1.4231609,,,0084,0.9033886120000001,3.181161000000003,0.2839807894036169
263, rois\0085-3.roi.h501, (green),1105,99.4465,18.977475,19.109226,27.296089,11.410009,20970.109,18872.431,2.5774373,1.8136522,0.72342468,0.72353762,0.7667197,0.59977955,799.38519,719.42038,0.012525652,0.01130979,37.056474,36.528133,198.92598,9.6603737,40947.375,36851.359,11.617825,6.6164437,74.884947,74.557388,323.79355,37.149475,82747.93,74470.444,18.884913,8.3855527,5.2307688,5.1686273,12.966847,0.88451576,5780.0034,5201.8154,1.6404283,1.4846012,122.80865,124.36988,509.36838,67.610817,135703.63,122128.88,21.164554,8.8518842,11.063974,11.074849,36.636776,4.3851604,12225.678,11002.733,2.2653989,1.7114435,0.42058342,0.40785354,1.0091081,0.044001833,464.74445,418.25541,0.13766462,0.13001803,1.4099611,1.3900121,4.6268678,0.61875725,1558.006,1402.1567,0.31792823,0.24566397,0.15875223,0.15593311,0.71410155,0.01976811,175.4212,157.87351,0.059395101,0.055401505,0.59094015,0.5868606,2.3547804,0.17475125,652.98938,587.66918,0.14008905,0.10370849,0.011905927,0.009379743,0.072163917,3.1e-35,13.15606,11.840025,0.011029319,0.010481012,0.20456421,0.20342229,0.39022645,0.03267248,226.04356,203.43191,0.055511454,0.051971259,0.10577378,0.088582605,1.972895,6.68e-30,116.88,105.1883,0.10601341,0.078509993,,,0085,-0.012211559999999996,9.163979999999995,0.0
264, rois\0085-3.roi.h502, (blue),2185,196.643,18.789028,18.791729,33.366661,10.359841,41053.988,36947.316,2.6399666,1.8080726,0.72327178,0.72342008,0.7667197,0.59977955,1580.3481,1422.2636,0.012115157,0.011287987,36.193505,35.476887,198.92598,9.6603737,79082.797,71172.008,11.252003,6.5332689,70.594923,67.199158,323.79355,32.912601,154249.89,138820.0,17.815402,7.8590221,5.1384511,5.0848441,12.966847,0.75418669,11227.523,10104.406,1.626139,1.4708438,119.10271,118.67889,509.36838,67.610817,260239.59,234207.18,19.292682,8.229205,11.515935,11.411584,36.636776,4.3851604,25162.34,22645.284,2.47263,1.6840463,0.42719221,0.41434428,1.0091081,0.044001833,933.41449,840.04373,0.14155449,0.13170123,1.4300297,1.3967333,4.6268678,0.5313428,3124.6133,2812.0537,0.34328776,0.24786103,0.15734688,0.15272215,0.71410155,0.01976811,343.80304,309.41168,0.057685538,0.054477175,0.68030273,0.5913372,11.643037,0.17475125,1486.4618,1337.7679,0.67399719,0.16888415,0.012139921,0.009592272,0.090068109,1.77e-36,26.525715,23.872309,0.011131549,0.010370982,0.20600575,0.2036542,0.42224917,0.03267248,450.12271,405.09595,0.055998176,0.051673746,0.10527756,0.089250669,1.972895,6.68e-30,230.03136,207.02098,0.092536079,0.074795859,,,0085,-0.012707779999999988,5.458039999999997,0.0
