,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num,lead_no_background,potassium_no_background,adjusted_lead
198, rois\0065-2.roi.h502, (blue),3826,344.343,34.842517,28.55674,97.505966,7.2147846,133307.58,119977.72,20.16015,5.2120092,0.86826785,0.86994535,0.91977614,0.79849136,3321.9932,2989.8184,0.018390581,0.013098193,11.579647,8.4275827,196.07962,0.18053626,44303.832,39873.687,14.615249,5.8726811,18.75928,13.545758,111.33175,0.86715096,71772.969,64596.243,14.769291,6.8606616,5.5320504,3.4369946,89.095139,0.001754714,21165.641,19049.221,7.1948203,2.5923118,40.101941,41.675037,90.951439,0.49168265,153430.16,138088.17,13.587708,6.0854492,5.2419149,4.9832153,37.132931,0.016476095,20055.551,18050.16,2.6372845,1.5386671,0.42460278,0.25483888,14.949699,1.22e-09,1624.5282,1462.0894,0.82719109,0.28842556,8.4501781,7.8187137,46.638916,0.27624738,32330.432,29097.585,5.6224775,1.9531833,0.2964106,0.23276524,11.510659,0.015129253,1134.067,1020.6688,0.45509757,0.12572713,0.61500931,0.48099777,22.202564,0.065434329,2353.0237,2117.7407,0.84307439,0.22232606,0.38140432,0.050326999,44.807846,1.86e-14,1459.2515,1313.3385,2.0890045,0.31608056,0.30649614,0.16110511,11.399321,3.23e-10,1172.6539,1055.3976,0.75192216,0.18947617,58.399091,35.865223,367.66245,3.7439058,223435.25,201093.1,59.151658,18.532596,,,0065,58.10417805,39.661901269999994,1.464987209121758
201, rois\0066-2.roi.h501, (green),216,5400.02,8.0005201,8.1162453,19.461256,0.75734854,1728.1118,432029.33,2.4803537,2.0673554,0.72483762,0.73023927,0.7521739,0.55891824,156.565,39141.345,0.028365773,0.012774178,7.6857454,7.6656942,19.223764,0.26200691,1660.1204,415031.45,3.8092824,2.9419158,4.9891239,4.9488716,12.081709,0.87297022,1077.6508,269413.47,1.8799,1.6438504,0.52853455,0.47515818,2.0867872,0.000707909,114.16348,28540.948,0.36698519,0.34093534,0.367641,0.34312737,1.3202343,8.29e-07,79.410431,19852.671,0.26475088,0.24409248,2.9928462,2.8197904,7.7417912,1.3394948,646.45483,161614.16,0.97310083,0.77249767,0.095729204,0.091527417,0.32893136,8.35e-07,20.677504,5169.392,0.064012558,0.058437481,5.5531613,5.5991344,10.562297,0.96903485,1199.4833,299871.58,1.5528458,1.1847926,0.11793261,0.11459953,0.26337919,0.017749861,25.473459,6368.3792,0.046022426,0.042847406,0.10099734,0.095698431,0.21881281,0.019690501,21.815432,5453.8724,0.041491181,0.036842147,0.011158336,0.008559648,0.042356055,4.06e-08,2.4102008,602.55191,0.009127629,0.008564196,0.2209841,0.21335907,0.42160937,0.042331707,47.732563,11933.176,0.073844087,0.062028753,0.77021094,0.68744254,5.7840042,0.19498247,166.36555,41591.511,0.48286005,0.28642364,,,0066,0.714408807,0.20920996,3.41479347828373
203, rois\0067-5.roi.h501, (green),235,5874.99,5.5773858,5.2107096,13.692289,0.10558367,1310.6854,327670.66,2.6578342,2.164819,0.7571342,0.75720459,0.78802824,0.72680032,177.92651,44481.531,0.011554471,0.01113636,3.3255721,2.6696987,16.904488,0.017856961,781.50922,195376.91,2.7977279,1.9973889,3.5955115,2.5717835,22.688887,0.015226607,844.94513,211235.81,3.5039921,2.1566618,2.6198287,2.1712549,10.277045,0.01015918,615.65973,153914.58,2.1754493,1.1901917,12.729742,11.367475,48.647072,0.31290659,2991.4893,747870.6,8.2059526,4.8855478,8.4345303,7.0842476,30.558804,1.1323121,1982.1145,495527.5,5.6451557,2.7880698,0.10045581,0.085139841,0.35234475,0.000298977,23.607121,5901.7653,0.068756249,0.062798568,0.85013201,0.7597062,3.7288368,0.061459705,199.78094,49945.139,0.55754769,0.34592739,0.079003451,0.07551986,0.18766791,0.000422409,18.565815,4641.442,0.038597719,0.037208768,0.12283395,0.11806237,0.34678325,0.00103787,28.865982,7216.478,0.061804928,0.049289796,0.00706357,0.004947553,0.030713577,6.46e-12,1.6599382,414.98377,0.006763589,0.006561055,0.064495875,0.06222216,0.19808027,0.000389363,15.156533,3789.1238,0.035942745,0.029345819,0.12110402,0.10166848,0.56021452,1.66e-09,28.45945,7114.8444,0.089697403,0.07554134,,,0067,0.09156254900000001,12.704428249,0.0072071365358143645
204, rois\0067-5.roi.h502, (blue),199,4974.99,11.202758,10.93998,21.761024,6.3323555,2229.3494,557335.83,2.4450806,2.187775,0.74609433,0.74635565,0.77730793,0.71066767,148.47276,37118.102,0.012785243,0.012178276,15.700648,15.482916,33.688942,1.5713438,3124.4292,781105.31,6.4545361,4.3801188,9.8037086,9.3852196,18.529766,2.7206123,1950.9382,487733.3,3.4511586,2.6934685,1.7318867,1.5574192,4.6849799,0.21242076,344.64545,86161.151,0.88829655,0.80780195,29.343256,28.548784,53.830853,9.1055632,5839.3076,1459823.4,9.8949547,5.9760992,17.424174,17.540749,27.201061,8.5945606,3467.4111,866850.52,3.4136933,3.0227678,0.66801764,0.65493447,1.7731355,0.10296556,132.93553,33233.796,0.22307349,0.18332007,0.82234041,0.79511356,2.4541099,0.2126365,163.64574,40911.335,0.31713815,0.23509199,0.12577136,0.12162653,0.30274162,0.029216941,25.028502,6257.1097,0.045373366,0.043921558,1.1220467,1.0149171,4.0564528,0.47130364,223.28737,55821.685,0.44881486,0.38035533,0.009926534,0.00701401,0.038960468,3.06e-19,1.9753797,493.84384,0.009058386,0.008626547,0.08558622,0.082881972,0.20522431,0.020010004,17.031662,4257.904,0.035778087,0.033619517,0.23279896,0.20753112,0.71480238,0.009616657,46.326996,11581.72,0.14453839,0.1051908,,,0067,0.203257489,29.317942249,0.006932870229217157
206, rois\0067-5.roi.h504, (magenta),1749,43724.9,8.8254101,8.6878958,21.761024,0.23081303,15435.642,3858901.2,3.45236,2.3272925,0.75228356,0.75251073,0.79679888,0.71066767,1315.7451,328935.2,0.012927144,0.011907298,12.180159,11.086473,40.997887,0.000980414,21303.102,5325761.8,7.7614742,4.1555947,9.7926414,9.6169767,34.609493,0.008825652,17127.33,4281822.1,5.3097048,3.455198,1.8166177,1.5999683,10.277045,0.003857422,3177.2654,794314.18,1.2528602,0.84562023,28.226018,28.555286,63.804443,0.14111425,49367.324,12341797.0,13.195512,6.1703533,9.0698238,7.8232551,30.558804,0.004880121,15863.104,3965770.9,5.0076839,2.4018572,0.21312956,0.13479699,1.7731355,0.000112409,372.76352,93190.674,0.22068489,0.096492775,0.46051018,0.35272881,3.7288368,0.000330381,805.43213,201357.59,0.36616518,0.16746914,0.097204034,0.093605317,0.30274162,6.63e-05,170.0099,42502.362,0.044797562,0.040312329,0.63836723,0.50361568,4.0564528,0.00029899,1116.5043,279125.4,0.5540831,0.33408878,0.008578329,0.006454926,0.060858548,3.06e-19,15.0035,3750.8654,0.008126364,0.007620835,0.068852492,0.06495744,0.22296776,1.2e-09,120.42301,30105.679,0.036533278,0.030201829,0.12568457,0.09530919,0.71480238,1.71e-15,219.82217,54955.445,0.11074687,0.075193015,,,0067,0.096143099,28.200704249,0.0034092446114500578
208, rois\0068-4.roi.h501, (green),1063,26574.9,10.446878,10.361213,20.654684,2.4656117,11105.034,2776248.0,3.0332281,2.2871149,0.75146716,0.75147063,0.79432136,0.7149123,798.80963,199701.69,0.013461106,0.012034388,13.474358,11.986362,48.446339,0.061693847,14323.245,3580798.1,8.1395979,4.4835259,12.747698,11.100902,41.343956,0.029520761,13550.809,3387688.9,7.7339871,3.5710444,1.588764,1.4374646,5.3282099,0.002801043,1688.8584,422212.54,0.97454302,0.73402608,37.434826,37.617672,78.303024,9.4625874,39793.27,9948270.0,13.692192,5.1715964,5.2370914,4.9665465,16.639219,0.77549016,5567.022,1391752.1,2.2852403,1.4534969,0.16619849,0.15580511,0.53991288,0.000937909,176.66891,44167.093,0.086785483,0.076363588,0.47995657,0.46611929,1.1413711,0.082195587,510.19385,127548.01,0.17687881,0.13600523,0.13635832,0.13128451,0.32570603,0.0135448,144.94896,36237.097,0.055387489,0.049853056,1.239162,1.1114652,5.7097807,0.19142988,1317.229,329306.14,0.65881315,0.47161129,0.010269682,0.008061659,0.049007919,5.24e-18,10.916678,2729.1582,0.009423762,0.008966871,0.13945521,0.13527095,0.3401064,0.003918845,148.241,37060.093,0.054747594,0.042239141,0.039286113,0.031860799,0.28022596,4.600000000000001e-21,41.761127,10440.248,0.037750957,0.035697803,,,0068,0.014335507999999997,37.415290985,0.0003831457038713713
209, rois\0068-4.roi.h502, (blue),157,3924.99,9.6679347,9.5508518,15.790737,3.120029,1517.866,379465.09,2.4252582,1.8099653,0.76225796,0.76093292,0.80281693,0.72660285,119.67451,29918.519,0.014741892,0.014069198,12.183302,11.703812,31.599197,1.8275501,1912.7789,478192.92,6.1356205,4.3293718,19.000199,17.195942,53.962608,3.3554726,2983.0317,745755.16,10.084872,6.364982,2.5400714,2.3780601,6.5365896,0.2714434,398.79126,99697.45,1.3508683,1.0763024,33.615793,33.488007,55.359989,13.414377,5277.6807,1319415.2,10.528428,5.8746486,11.552316,11.391465,25.490065,4.1544728,1813.7135,453426.78,3.1266935,2.3490853,0.1861027,0.17876609,0.50102907,0.005725847,29.218117,7304.5052,0.083144128,0.078699985,0.48434934,0.43588987,1.4185414,0.11018831,76.042839,19010.644,0.23044349,0.17696977,0.10233516,0.10038225,0.2309552,0.015808424,16.066622,4016.6407,0.044283343,0.041119485,0.34249386,0.30116424,2.4289079,0.10719975,53.771523,13442.836,0.26221363,0.13438485,0.00837172,0.005945676,0.036973111,4.28e-17,1.31436,328.58885,0.008375624,0.007747575,0.11176827,0.10710435,0.25980026,0.005867588,17.547615,4386.8889,0.044421189,0.035048858,0.036211717,0.033207197,0.13207522,6.24e-10,5.6852398,1421.3049,0.030278786,0.02886844,,,0068,0.011261111999999997,33.596257984999994,0.00033518947273913186
212, rois\0069-4.roi.h501, (green),45,1125.0,11.32567,9.7582703,33.496887,2.8940678,509.65521,127414.14,5.7706099,4.3347693,0.76705922,0.76831818,0.79205918,0.74649966,34.517662,8629.4406,0.010296661,0.00934136,17.658656,17.836952,33.066971,2.0198596,794.63953,198660.45,8.5844538,7.0119888,23.4725,24.343485,47.018494,2.6679852,1056.2626,264066.37,10.389106,8.8282571,1.50318,1.340528,4.6895013,0.12524331,67.643097,16910.822,1.036922,0.97081823,29.603427,27.290667,52.827427,3.0431159,1332.1543,333039.49,13.003993,10.641679,6.8867238,6.4011354,12.829252,2.465333,309.90262,77475.862,2.3038669,2.0666678,0.13723943,0.14204624,0.29629731,0.002086641,6.1757736,1543.948,0.072348703,0.07195949,0.56584601,0.44848228,1.7883805,0.1044294,25.46307,6365.7855,0.41594194,0.33681823,0.23060202,0.22346556,0.53278536,0.018688558,10.37709,2594.28,0.099330208,0.07863811,0.34197051,0.34930807,0.61996454,0.042452369,15.388671,3847.1791,0.14368538,0.10532642,0.010462379,0.006551953,0.044885609,1.29e-07,0.47080708,117.70209,0.010401748,0.009148709,0.13932574,0.13620101,0.26852223,0.014219657,6.2696586,1567.419,0.058748404,0.050538117,3.3702154,1.4325457,28.524353,0.15561366,151.6597,37915.03,4.9358797,3.5323419,,,0069,3.3459082110000002,29.590495555,0.11307374710169839
213, rois\0069-4.roi.h502, (blue),84,2100.01,10.142458,10.109467,31.810301,0.54657459,851.96643,212992.21,4.7008405,3.565822,0.76453992,0.76470584,0.8051948,0.72543132,64.221336,16055.383,0.015599544,0.015806725,22.100822,22.34679,44.006344,0.89654058,1856.4691,464118.56,8.8330378,7.2125351,17.03117,17.034609,45.427227,0.37631527,1430.618,357655.57,7.9528332,6.3930627,1.2393481,1.161664,3.656935,0.006460881,104.10524,26026.383,0.81544565,0.7319105,40.536617,43.506557,71.879898,3.0656624,3405.0764,851271.34,15.622845,10.526309,4.1407813,3.9811149,8.55054,1.2358023,347.82562,86956.65,1.4620781,1.2911774,0.1262836,0.12298489,0.36277562,0.002537189,10.607824,2651.9631,0.071191803,0.066620533,0.36828472,0.3549664,0.82747656,0.032186165,30.935915,7734.0007,0.17347882,0.14323336,0.26820785,0.27803156,0.50882459,0.061206274,22.529463,5632.3806,0.10597217,0.080663483,0.52444439,0.54558897,1.1364653,0.034955129,44.053337,11013.363,0.20639529,0.16698634,0.009174338,0.007178832,0.046153955,9.84e-06,0.77064425,192.66163,0.009050584,0.008044355,0.081191853,0.082559831,0.17941526,5.49e-05,6.8201165,1705.0337,0.040653647,0.036983352,1.0056178,0.25243691,15.967627,1.73e-05,84.47187,21118.032,2.3374686,1.3141161,,,0069,0.981310611,40.523685555,0.024215729580374296
216, rois\0070-5.roi.h501, (green),428,10700.0,9.6105186,9.4373465,19.325119,2.5090694,4113.3013,1028321.9,3.1651317,2.3831042,0.76023092,0.75997096,0.79843307,0.724217,325.37881,81344.427,0.013391081,0.012977346,11.587016,10.774195,34.636559,1.2015225,4959.2432,1239806.4,5.4883759,3.8247704,14.898886,12.672034,45.988792,1.6052667,6376.7227,1594175.3,9.1082446,4.5812871,1.9073428,1.7574819,5.5611782,0.055826947,816.34265,204084.98,0.9620701,0.83254276,44.118258,43.630959,82.674835,21.49297,18882.613,4720637.2,12.730306,7.1163276,3.9619289,3.7997169,8.8252077,1.0495971,1695.705,423924.92,1.3254593,1.0597589,0.33591749,0.3247039,0.91807407,0.024276417,143.77271,35943.046,0.13371538,0.11762332,0.30860163,0.29014683,2.0488055,0.036812957,132.08145,33020.26,0.13993304,0.10950007,0.10628088,0.10404318,0.24004053,0.000302801,45.488228,11372.014,0.042243742,0.040242993,0.55572432,0.40256891,5.0995955,0.16703726,237.84996,59462.296,0.52804388,0.34738283,0.008588534,0.006249568,0.044742603,3.62e-15,3.6758928,918.96995,0.008722649,0.008140682,0.094442027,0.089494281,0.23410383,0.000612453,40.421211,10105.262,0.039581912,0.035116573,0.036256489,0.028951861,0.22231306,7.26e-23,15.517767,3879.4308,0.033541252,0.030911056,,,0070,0.011901585000000003,44.039418573,0.0002702484588953386
217, rois\0070-5.roi.h502, (blue),215,5374.98,7.7631243,7.8053236,15.930271,1.7035067,1669.0713,417266.49,2.2775779,1.992118,0.76668244,0.76702511,0.80168188,0.73071218,164.83673,41209.039,0.014060118,0.013517218,8.3526624,7.8272991,21.616568,0.027570339,1795.8234,448954.06,4.4660137,3.6015153,18.208636,17.108332,39.581223,0.020751456,3914.8562,978710.82,8.7023587,6.1146178,1.4175197,1.2805727,4.858202,0.00122179,304.76682,76191.421,0.83473242,0.68689528,35.776319,35.3801,63.128746,1.0524514,7691.9063,1922970.5,11.761432,7.2080169,3.0510439,2.9208529,9.3852005,0.17733563,655.97461,163993.05,1.3822308,1.0424927,0.21582622,0.20134641,0.48864123,0.001379685,46.402653,11600.619,0.10745964,0.098844924,0.38150317,0.3089053,1.5198652,0.03157622,82.02314,20505.724,0.24062497,0.16676351,0.092698743,0.089674875,0.23845121,0.001885982,19.930225,4982.5402,0.042060068,0.041356861,0.19380286,0.14644119,2.9158342,0.004219181,41.667599,10416.868,0.28764746,0.11828992,0.00698731,0.005197978,0.02876633,3.32e-10,1.5022715,375.56662,0.006704094,0.006403096,0.059563614,0.05514995,0.18182614,0.001968653,12.806181,3201.5332,0.031698954,0.026502628,0.034462122,0.030402167,0.14240044,1.09e-13,7.4093561,1852.3327,0.029462331,0.028353504,,,0070,0.010107217999999998,35.697479573,0.0002831353395505449
219, rois\0070-5.roi.h504, (magenta),2131,53274.8,7.6210521,7.3674917,42.581207,0.19512177,16240.444,4060101.2,3.3052037,2.2227563,0.76534189,0.7652238,0.81786704,0.71902657,1630.9451,407734.46,0.014641298,0.012971233,7.7295466,6.4351535,36.25156,0.004338264,16471.67,4117901.5,6.09128,3.0965044,9.3476024,6.3375983,47.463631,0.006760673,19919.766,4979917.7,8.5163099,3.5269928,1.3702543,1.1569999,7.1422596,0.000555049,2920.0134,730000.39,1.0500378,0.66746025,27.850216,25.625242,82.674835,0.10606816,59348.871,14837150.0,16.20696,5.2302864,2.6817371,2.4040632,9.3852005,6.33e-05,5714.7798,1428690.4,1.5876639,0.84160863,0.25794602,0.24370961,0.91807407,2.53e-05,549.68243,137420.26,0.14390716,0.10228249,0.25482678,0.22617659,15.747712,0.001375919,543.03656,135758.49,0.36486417,0.11873992,0.096806671,0.09339501,0.60109419,0.000302801,206.2951,51573.572,0.043908474,0.040020317,0.31392309,0.25926918,5.0995955,0.001455811,668.96967,167241.94,0.30871352,0.13790577,0.00783833,0.005539732,0.045278981,3.62e-15,16.703499,4175.8553,0.007798683,0.007319759,0.069439635,0.064452022,0.23410383,1.04e-08,147.97569,36993.835,0.041668734,0.028138087,0.039208185,0.03021265,1.3549086,7.26e-23,83.552567,20888.087,0.059450576,0.036134002,,,0070,0.014853281,27.771376573,0.0005348413666480154
221, rois\0071-5.roi.h501, (green),94,2350.01,25.055932,25.74004,34.014629,8.5205612,2355.2571,588817.08,4.9382799,2.9803375,0.75196493,0.75071228,0.78491616,0.71757925,70.684723,17671.257,0.014031433,0.013662209,32.668245,32.71756,73.942741,4.3192997,3070.8154,767707.28,14.611898,8.9486751,64.689051,61.846809,123.68421,9.4843159,6080.7705,1520199.6,27.713609,14.66728,5.411545,5.2545667,11.442453,0.68951529,508.68524,127171.89,2.1033129,1.9139511,106.22334,110.037,154.78368,32.106628,9984.9922,2496260.0,27.493567,15.695657,11.901109,11.993608,21.209827,5.0673833,1118.7045,279677.35,2.7194935,2.3647609,0.41675456,0.41515952,0.8339569,0.12609529,39.174919,9793.777,0.13762188,0.13378471,1.2061056,1.1889539,3.0301237,0.21649705,113.37393,28343.612,0.40985623,0.2875738,0.14405442,0.13680035,0.35681534,0.044529404,13.541116,3385.2944,0.057805547,0.0554091,0.47330543,0.43924004,1.0830019,0.12719452,44.490711,11122.729,0.17803703,0.1247764,0.013557757,0.01132574,0.056879733,2.63e-13,1.2744291,318.60875,0.010577993,0.010196704,0.17551132,0.19005834,0.32108974,0.03414249,16.498066,4124.5349,0.061574812,0.053631783,0.17065965,0.13635689,2.9443269,1.12e-11,16.042004,4010.5201,0.30020911,0.16070102,,,0071,0.144484359,106.20613796699999,0.0013604143956811017
222, rois\0071-5.roi.h502, (blue),291,7275.03,19.305828,19.283342,35.153111,6.6113472,5617.9976,1404505.3,6.290872,2.5786052,0.74284885,0.74331164,0.78388017,0.70644218,216.16907,54042.497,0.013500238,0.012539072,35.890453,30.653255,98.324654,3.3829226,10444.119,2611042.2,21.70059,8.1875021,42.852039,37.468929,109.38685,6.3123646,12469.943,3117499.9,25.423426,8.2035929,4.8425691,4.8376994,12.047893,0.64674181,1409.188,352298.49,2.155956,1.3994499,108.01457,110.44628,202.08852,35.740681,31432.248,7858095.0,40.383539,12.483629,6.6712563,6.1041412,14.33986,1.2281542,1941.3362,485336.08,2.6327439,1.8435756,0.34271764,0.33390534,0.79690206,0.078580797,99.730827,24932.82,0.13905736,0.12228501,1.0519655,1.0579565,2.1345825,0.29090738,306.12213,76530.836,0.36059039,0.21855066,0.17237207,0.1704621,0.38535744,0.040616319,50.160267,12540.124,0.067168262,0.061150817,1.3791962,1.3164171,5.0355239,0.49661297,401.34619,100336.98,0.54884357,0.40444618,0.013489693,0.011192461,0.061693687,3e-24,3.9255028,981.37958,0.011850746,0.011095446,0.22997839,0.22508074,0.42179576,0.06696897,66.923676,16731.003,0.067188978,0.056465039,0.055652603,0.042286444,0.37906042,3.1e-25,16.194906,4048.7451,0.055221656,0.050190313,,,0071,0.029477312000000002,107.997367967,0.0002729447259215352
224, rois\0071-5.roi.h504, (magenta),1582,39550.2,14.631176,12.962097,39.816273,0.54965615,23146.523,5786656.3,6.8221927,2.620161,0.75300144,0.75268817,0.80793768,0.70644218,1191.2487,297813.42,0.015649329,0.012608713,24.513842,16.929649,98.324654,0.029560214,38780.938,9695268.5,20.867013,6.6808143,31.256046,20.084753,131.28888,0.057279579,49447.031,12361823.0,27.049398,7.5110356,3.3972589,2.9267688,14.727804,0.002468225,5374.4604,1343622.0,2.209044,1.2671696,69.385504,58.148628,202.08852,8.0278845,109767.82,27442092.0,39.952697,10.911309,6.1486471,5.0487566,25.051395,0.68316084,9727.1592,2431801.0,3.7171816,1.681313,0.27073748,0.24852088,0.8339569,0.003361334,428.30685,107077.16,0.13671998,0.10507463,0.75143049,0.67313457,3.0301237,0.049293291,1188.7628,297192.11,0.39358391,0.19245347,0.14229711,0.13618679,0.38535744,0.003490864,225.11421,56278.762,0.059171365,0.051464264,0.840891,0.73973662,5.0355239,0.041982148,1330.2892,332573.9,0.50792647,0.26920656,0.011378129,0.009123514,0.061693687,3e-24,18.000185,4500.0705,0.010249664,0.009523438,0.16417504,0.15649094,0.42179576,0.005430597,259.7251,64931.523,0.071505779,0.047203444,0.06155021,0.04244937,3.7014136,1.18e-27,97.372429,24343.219,0.13048252,0.056827252,,,0071,0.035374919000000005,69.368301967,0.0005099579778791273
226, rois\0073-4.roi.h501, (green),2614,2613.98,5.3910654,5.2269101,13.601303,0.10052323,14092.237,140921.53,2.2887999,1.9992617,0.76854216,0.7686072,0.81254405,0.726372,2008.9711,20089.561,0.012885987,0.012290375,3.4682831,2.806499,19.529802,0.013439734,9066.0938,90660.328,2.7230341,1.6398072,4.0277788,2.9418559,22.149715,0.009812688,10528.618,105285.45,3.559169,1.5505302,1.8442213,1.591038,7.557436,0.000238041,4820.7974,48207.629,1.2245518,0.754207,15.288509,13.641239,41.937572,4.2548423,39964.227,399639.01,7.4388402,2.4759834,6.3362349,6.0229635,14.965497,0.8727653,16562.916,165628.1,2.900689,1.178048,0.087040639,0.07706739,0.36048919,8.59e-08,227.52397,2275.2274,0.057187253,0.050612785,0.78052321,0.70085025,3.3612678,0.11360723,2040.2888,20402.743,0.38064426,0.23916608,0.077625987,0.073240712,0.25107262,2.79e-05,202.9144,2029.13,0.036683789,0.033831858,0.12923622,0.12371832,0.35467055,0.007576973,337.82394,3378.2126,0.055487536,0.043159892,0.006839645,0.004773699,0.046281345,7.73e-14,17.878826,178.78716,0.006884042,0.00648471,0.060019982,0.05516259,0.21944967,7.81e-08,156.89227,1568.9121,0.034034064,0.025534131,0.10974437,0.096956141,1.0911664,3.09e-10,286.87173,2868.699,0.075735667,0.066069351,,,0073,0.07850600599999999,14.98157766,0.005240169478919885
227, rois\0073-4.roi.h502, (blue),5566,5565.96,6.8657333,6.6614208,23.866522,0.76689124,38214.664,382144.17,2.6600209,2.1239916,0.76452824,0.76427525,0.81039131,0.72178066,4255.3589,42553.358,0.013128861,0.012189838,8.8918655,7.9396896,32.413322,0.098077238,49492.195,494917.93,5.1975402,2.8181339,11.284295,10.046459,38.740635,0.1536887,62808.391,628079.66,6.5959294,2.9978706,1.6178672,1.5039347,5.9245706,0.000807197,9005.0303,90049.889,0.8876191,0.7185174,25.912886,25.307898,65.824303,4.522171,144231.22,1442301.6,10.279532,3.4320984,6.4689789,6.2459602,18.197611,0.90126753,36006.418,360060.97,2.4010717,1.298961,0.10121201,0.091908403,0.477516,5.73e-06,563.34705,5633.423,0.06211289,0.05530056,0.21960417,0.20090473,1.6799638,0.000153434,1222.3174,12223.087,0.11903636,0.081978179,0.088734276,0.084482156,0.29629996,1.19e-05,493.89453,4938.9169,0.040489785,0.037434125,0.50207935,0.2959522,9.6345835,0.008212495,2794.5771,27945.55,0.79373908,0.32949139,0.00784825,0.005740879,0.062451832,1.8e-19,43.683353,436.83068,0.007616503,0.007157655,0.06514185,0.061640643,0.30620939,2.49e-07,362.57983,3625.7712,0.033020132,0.02749865,0.076120743,0.065780185,0.53020084,5.56e-17,423.68774,4236.8523,0.057984886,0.051305702,,,0073,0.044882379,25.605954660000002,0.001752810219183603
230, rois\0074-4.roi.h501, (green),2571,2570.98,8.587998,8.5950489,45.056679,0.88115931,22079.748,220795.98,2.9175792,1.9856621,0.76262741,0.76242691,0.81232095,0.71187741,1960.7158,19607.022,0.013256679,0.012425915,11.255693,10.099246,35.402351,0.46903756,28938.369,289381.96,6.4609984,3.3218858,16.215722,14.201077,78.408287,0.34194633,41690.656,416903.49,9.9432209,3.6814341,2.865869,2.5845122,9.4518251,0.00068514,7368.1509,73681.01,1.5612168,0.98531529,30.388044,29.542204,70.49601,9.2414112,78127.633,781271.49,10.853561,3.5173685,12.214288,11.844001,27.594334,3.3059163,31402.932,314027.28,3.5691283,1.8753197,0.17827312,0.16811198,1.3319223,0.00095199,458.33997,4583.3719,0.091559951,0.077720128,0.54146861,0.47895953,22.358421,0.041289613,1392.1166,13921.067,0.53013407,0.18651025,0.09578824,0.091172121,0.96161032,7.81e-05,246.27182,2462.6995,0.046672129,0.040691707,0.24843021,0.23909247,0.71602356,0.021544831,638.71375,6387.0988,0.095732336,0.064090567,0.008001464,0.005775266,0.064494789,9.53e-15,20.57176,205.71629,0.007714957,0.007188272,0.097530904,0.09357553,0.26922572,0.004282905,250.75194,2507.5031,0.043969735,0.032566095,0.040738085,0.033182822,0.24125151,2.6e-25,104.7377,1047.3693,0.035640964,0.033381024,,,0074,0.014912664999999999,30.358383901,0.0004912206476020214
