,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num
233, rois\0075-4.roi.h500, (red),405,405.0,3.6853029,1.9280612,19.553303,-1.324439,1492.5481,14925.468,3.2643384,3.2000258,0.77301408,0.77348071,0.81759191,0.73568636,313.07062,3130.7051,0.013243968,0.01299772,0.22056521,0.063521728,2.1853313,3.64e-07,89.328888,893.28854,0.34155204,0.28828593,0.11572925,0.020278219,1.2028717,0.002711667,46.870323,468.7032,0.217073,0.17455648,0.16802652,0.028215276,1.2551521,0.000917451,68.050728,680.50701,0.22459373,0.20868622,0.076567782,0.005712038,0.75177419,5.62e-05,31.009956,310.09933,0.11783174,0.081592764,0.038122573,0.003552177,0.40112707,7.94e-05,15.439644,154.39633,0.064823507,0.048692195,0.017287854,0.004995251,0.10608246,9.75e-07,7.0015821,70.015766,0.02155063,0.020510894,0.083279788,0.080805026,0.25143149,0.000296751,33.72831,337.28294,0.045143659,0.043556843,0.06705383,0.064614967,0.18485132,0.000168999,27.156818,271.56785,0.033146181,0.031954542,0.03022438,0.027756194,0.11753759,1.56e-05,12.240871,122.40866,0.019975974,0.019193831,0.005546977,0.003020078,0.030856133,3.93e-10,2.2465248,22.465242,0.005939066,0.005601877,0.004725888,0.002615277,0.026337305,9e-11,1.9139847,19.139836,0.005299275,0.004953866,0.030534372,0.025156284,0.17425989,1.29e-09,12.36642,123.66413,0.024886156,0.023270993,,,0075
237, rois\0076-4.roi.h500, (red),315,315.001,3.6434102,1.7647982,17.148745,-3.5328865,1147.674,11476.768,3.4606034,3.3525893,0.76413204,0.76366317,0.80710655,0.71776503,240.70157,2407.0213,0.016503799,0.013137003,0.37900972,0.14561446,2.0779653,6.31e-07,119.38808,1193.8833,0.47440331,0.43824256,0.21291235,0.027360173,1.7429681,0.002253548,67.067383,670.67538,0.31821797,0.27573612,0.16404751,0.023083219,1.2218217,0.000204883,51.674965,516.75081,0.22957617,0.21344404,0.17692647,0.14160857,1.6853865,0.000199522,55.731846,557.31963,0.20892654,0.16305902,0.042475818,0.003924063,0.36273986,8.83e-06,13.379885,133.79912,0.066603812,0.057557323,0.017133496,0.004957801,0.10090712,4.11e-07,5.3970509,53.970631,0.021425127,0.019753575,0.084946188,0.078824878,0.24672118,0.00014134,26.758047,267.58109,0.044227898,0.041485374,0.067722263,0.066234849,0.17037034,0.002638463,21.332512,213.3256,0.03183141,0.030987333,0.032779844,0.029417936,0.10250023,8.09e-05,10.325652,103.25674,0.021231222,0.020954738,0.00472093,0.002531892,0.042760991,9.47e-10,1.4870923,14.870963,0.005593047,0.004992858,0.004459842,0.002368132,0.031859685,1.58e-10,1.4048499,14.048533,0.005340256,0.004947029,0.02484853,0.021618428,0.10667642,8.67e-09,7.8272882,78.273043,0.02017152,0.018678094,,,0076
241, rois\0077-4.roi.h500, (red),69,69.0014,2.0664516,0.29828548,12.280244,-3.3637643,142.58517,1425.8811,3.2849399,3.126877,0.75765185,0.75707901,0.78282827,0.73485452,52.277981,522.79058,0.009375372,0.008837848,0.20266433,0.040838569,1.3414834,1.66e-05,13.983839,139.84128,0.32436863,0.29019472,0.15474629,0.022750894,0.64486921,0.003299607,10.677493,106.77715,0.23687304,0.2035198,0.19593013,0.03743704,1.192531,0.001542393,13.519179,135.19458,0.28659363,0.2504394,0.25398472,0.22189395,1.2521377,0.001328674,17.524944,175.25308,0.23435297,0.18272763,0.11264958,0.078979321,0.80393016,7.42e-05,7.7728219,77.729815,0.14152988,0.11923104,0.019659769,0.004411459,0.095119104,1.21e-06,1.3565242,13.565521,0.024117102,0.02195139,0.096926144,0.089242935,0.24890321,0.003258043,6.6879044,66.880422,0.050939812,0.047804669,0.07011098,0.06754455,0.15691309,0.00247667,4.837656,48.377576,0.032866693,0.031073254,0.027990373,0.024380792,0.087401256,5.47e-06,1.9313359,19.313757,0.017986456,0.01691509,0.005772601,0.003035074,0.033335451,2.94e-08,0.39830944,3.9831772,0.006927773,0.006134067,0.004973566,0.002658699,0.032093503,1.83e-08,0.34317604,3.4318311,0.005859542,0.005054019,0.023639194,0.015494628,0.087280422,1.44e-07,1.6311044,16.311381,0.023050908,0.022146037,,,0077
245, rois\0078-1-BG.roi.h500, (red),686,61.7458,2.2525973,0.19828677,18.021786,-4.6954751,1545.2816,1390.8835,3.6709585,3.5520252,0.75680979,0.75663716,0.80264246,0.71872306,519.17194,467.29803,0.012707555,0.012254801,0.34861474,0.12419451,2.8583598,2.59e-06,239.1497,215.25486,0.47464245,0.44473885,0.14700654,0.020693094,1.4190291,0.000352458,100.8465,90.770319,0.24904151,0.2206992,0.17623592,0.029870326,1.2696131,0.00070626,120.89778,108.81822,0.23793856,0.22179699,0.10498861,0.055251591,0.72879058,2.42e-06,72.022148,64.826023,0.12522276,0.11392806,0.041562541,0.004156071,0.43217394,4.05e-06,28.511896,25.663111,0.061290075,0.057401287,0.018040559,0.005151548,0.10422707,1.52e-08,12.375824,11.139282,0.021676953,0.02068662,0.084203286,0.079543136,0.2484483,0.000205421,57.763454,51.991967,0.04621937,0.044278207,0.068465556,0.066854216,0.19291769,0.000234574,46.9674,42.274584,0.032772372,0.031663125,0.032340306,0.029989989,0.10332684,4.1e-05,22.185446,19.968771,0.020382412,0.019497634,0.005144573,0.002907732,0.03496531,1.35e-11,3.5291753,3.176556,0.005634384,0.005238022,0.004793822,0.002432424,0.031097636,1.26e-11,3.2885602,2.9599824,0.005743694,0.0053521,0.026165435,0.020929052,0.10992738,1.31e-10,17.949486,16.156049,0.021747779,0.020632164,,,0078
246, rois\0079-1-BG1x1.roi.h500, (red),720,720.016,2.1599901,0.19494891,16.314787,-4.7122717,1555.1931,15552.27,3.4470091,3.3554675,0.75624175,0.75648075,0.79243988,0.72383076,544.4939,5445.0601,0.011978176,0.011601586,0.43028227,0.17011066,3.2451394,7.91e-07,309.80331,3098.1003,0.55493699,0.48333056,0.16895954,0.021519477,1.6342187,8.08e-05,121.65092,1216.5354,0.27648782,0.23022481,0.16974761,0.033975728,1.1585236,0.000133943,122.21829,1222.2097,0.21915282,0.20404101,0.13086037,0.097351372,1.2022039,1.99e-05,94.219505,942.21538,0.15205556,0.1240216,0.04675553,0.004645375,0.54478014,5.69e-07,33.663979,336.64721,0.073044559,0.061802959,0.020097286,0.007597578,0.12524825,2.45e-07,14.470043,144.70363,0.02299353,0.022355405,0.083872635,0.07704781,0.40491968,0.000101445,60.388317,603.89623,0.047269619,0.045451792,0.067965762,0.065574549,0.17821275,0.001500662,48.935371,489.36423,0.03151189,0.030309243,0.031815262,0.029465843,0.12143403,6.02e-09,22.906984,229.07492,0.019967092,0.018952331,0.005342087,0.002912856,0.033006929,2.08e-09,3.8463025,38.463867,0.005830796,0.005426806,0.004576368,0.002630783,0.048611864,2.8e-11,3.2949848,32.950572,0.005500197,0.004942884,0.026816264,0.021401318,0.15818617,1.59e-10,19.307718,193.08134,0.023210762,0.021332068,,,0079
247, rois\0080-2.roi.h500, (red),215,19.3518,7.5971059,7.517612,15.564066,2.3544252,1633.3773,1470.1732,2.1270526,1.9554926,0.74667261,0.74536383,0.78454334,0.71600688,160.53464,144.49424,0.013560714,0.013416392,13.101793,12.894703,26.589445,4.7506604,2816.886,2535.4266,4.0752126,3.5362117,7.6138372,7.5013394,13.128836,2.8180811,1636.9755,1473.411,2.0138042,1.8992358,0.45149391,0.4245432,1.6969275,0.000276914,97.07119,87.371988,0.36380561,0.3498792,0.43387753,0.39205036,1.4843328,0.003741286,93.283669,83.96291,0.26343995,0.24914704,3.6625452,3.6379986,5.6666999,1.6079274,787.44727,708.76671,0.77536252,0.71640802,0.11562759,0.10969727,0.36529601,0.000276876,24.859932,22.375965,0.068731254,0.066940821,7.4593519,7.3939052,10.637414,4.6087193,1603.7611,1443.5154,1.1268368,0.77734116,0.10566935,0.097825915,0.28880829,0.007758266,22.71891,20.448871,0.045532462,0.043604637,0.10458536,0.10188109,0.21766511,0.017525904,22.485853,20.239101,0.042369449,0.040961649,0.009539398,0.007494142,0.053848252,5.5e-11,2.0509703,1.8460408,0.008789918,0.008243338,0.23919796,0.24256064,0.41852295,0.11625288,51.427544,46.288999,0.051677679,0.048698797,0.69664016,0.69291556,1.234625,0.23257509,149.77768,134.81208,0.21046882,0.19038425,,,0080
249, rois\0081-2.roi.h500, (red),198,17.82,4.9821101,4.7432423,13.999664,0.65748692,986.45782,887.81239,2.0014361,1.8891456,0.74699556,0.74652785,0.7838428,0.72067904,147.90517,133.11466,0.012233223,0.012122869,3.6404258,3.5309882,9.0439224,0.19776823,720.80414,648.72415,1.7250805,1.6337684,4.9014724,4.7397618,10.954651,1.5194083,970.49188,873.44275,1.7818323,1.4654202,1.228422,1.2259536,3.0225639,0.008862496,243.22758,218.90489,0.65027008,0.60017175,15.460499,15.299289,20.931147,10.951056,3061.1794,2755.062,2.010219,1.7457789,4.6746004,4.5989227,8.299037,2.3501534,925.57104,833.01414,1.0840362,0.75420179,0.091023665,0.081205375,0.28462064,0.000545941,18.022688,16.220424,0.057490529,0.055983,0.21543803,0.20424128,0.52548587,0.052219465,42.656734,38.391072,0.084084171,0.074320587,0.084893443,0.080123127,0.23711896,0.018977167,16.808908,15.128018,0.038907186,0.036027588,0.28704292,0.25178254,1.9227263,0.098249264,56.834503,51.151069,0.18999836,0.12012548,0.007535526,0.005629403,0.034269251,1.57e-10,1.492034,1.3428313,0.006878652,0.006396381,0.067626445,0.064431056,0.20820978,0.000103783,13.39004,12.051037,0.029867367,0.026468587,0.072512157,0.061740335,0.229518,9.56e-09,14.357407,12.921672,0.049320034,0.046881817,,,0081
251, rois\0082-3.roi.h500, (red),25,2.24986,15.728509,14.364892,30.139685,9.4606991,393.21274,353.87018,4.9975059,4.1910045,0.73768082,0.73716635,0.76163262,0.72411394,18.442022,16.596821,0.009954496,0.010714981,14.298878,14.555777,21.655548,7.8779831,357.47195,321.70543,3.6219616,3.6206232,23.816443,23.805056,33.223705,17.845915,595.41107,535.83777,4.2932599,3.4824864,3.2928282,3.1901045,5.5798063,0.92886674,82.320709,74.084183,0.91663941,0.84370438,49.720458,49.953564,57.661072,41.93124,1243.0114,1118.6431,3.7903182,3.3711165,10.727933,10.660961,14.745775,7.0177817,268.19833,241.364,1.7527032,1.443514,0.19863187,0.19818538,0.37152368,0.033388004,4.9657974,4.4689487,0.090166255,0.087415564,0.43409167,0.39725628,0.86698538,0.11751206,10.852292,9.7664758,0.14584073,0.13445401,0.13791131,0.13431703,0.24519365,0.053542022,3.4477825,3.102818,0.042019316,0.039641245,3.5444423,2.8275588,8.8477345,0.59687877,88.611053,79.745159,2.498067,2.0392513,0.00895387,0.007453339,0.028435357,4.77e-07,0.22384676,0.20144997,0.008208208,0.008068476,0.16845879,0.16780502,0.28140572,0.094375692,4.2114697,3.7900951,0.05033803,0.049488713,0.043378808,0.037940234,0.1134138,3.82e-07,1.0844703,0.97596453,0.03688688,0.037674473,,,0082
254, rois\0083-4.roi.h500, (red),108,9.72091,11.119561,10.575229,21.788519,6.0920119,1200.9126,1080.9223,3.1711493,2.6702564,0.7395843,0.73942089,0.7728495,0.71133232,79.875107,71.894311,0.011809615,0.011408758,29.570424,29.559748,42.206829,16.587696,3193.6055,2874.5138,5.1368307,4.8408872,27.244582,26.369169,44.457718,17.917887,2942.4153,2648.4208,5.2279736,4.5253334,1.899122,1.8162338,4.7354875,0.10625364,205.10521,184.6119,0.92126268,0.87487431,49.596808,49.176624,61.643768,40.244343,5356.4551,4821.2601,4.647259,3.8042794,6.8973433,6.7902288,11.03766,2.4247434,744.91321,670.4844,1.8696309,1.2344498,0.1582503,0.14929394,0.35220098,0.017212054,17.091032,15.383366,0.076546756,0.07136248,0.79805772,0.75758243,1.7065285,0.27960649,86.190224,77.578458,0.3116084,0.24414162,0.31598674,0.31228489,0.51187903,0.12595981,34.126564,30.716781,0.076827403,0.075185169,0.58285571,0.57224464,0.94806117,0.36328733,62.948421,56.658869,0.10119163,0.086291249,0.010680764,0.008593135,0.046733595,3.34e-13,1.1535226,1.0382673,0.009597777,0.008839732,0.11449648,0.10723139,0.23419473,0.034649774,12.365622,11.130098,0.04368966,0.041889073,3.6358443,2.3828754,17.10331,0.46826053,392.6712,353.43708,3.5450775,2.5833606,,,0083
258, rois\0084-4.roi.h500, (red),89,8.00952,15.597408,15.501297,22.333294,8.2173233,1388.1694,1249.2771,3.2401473,2.4485576,0.7335047,0.73368603,0.76158446,0.71085405,65.281921,58.750188,0.010535783,0.010271299,12.200113,12.348142,21.749434,3.1607406,1085.8099,977.17017,3.7159042,3.4459813,18.610652,17.455601,28.806974,8.7529593,1656.348,1490.6235,4.5743959,3.9386828,1.8040001,1.6199387,4.7698941,0.29663542,160.55602,144.4917,0.90417304,0.8390951,50.201811,49.052135,63.62616,41.329643,4467.9609,4020.9229,4.5806894,3.6336839,3.3231026,3.2484839,5.9174314,0.77292681,295.75616,266.16449,1.0566317,0.97500212,0.29215561,0.27035934,0.58094382,0.056767721,26.001846,23.400255,0.12704287,0.12542084,0.31618333,0.31352666,0.55938369,0.089221999,28.140318,25.32476,0.10882148,0.10383669,0.10875543,0.10564916,0.26552743,0.017466962,9.6792336,8.7107853,0.050856254,0.048188341,5.1087835,5.4965434,9.0578232,1.1688631,454.6817,409.18892,2.0286627,0.99514224,0.011143862,0.007825763,0.04730586,9.5e-07,0.99180377,0.89256961,0.009724672,0.009159143,0.10745934,0.10410837,0.22723031,0.027140981,9.5638819,8.6069748,0.038995027,0.038222644,0.057502208,0.048883021,0.17020173,1.73e-15,5.1176968,4.6056495,0.042974793,0.042668089,,,0084
262, rois\0085-3.roi.h500, (red),49,4.40984,22.076522,21.100204,33.366661,16.628248,1081.7496,973.54018,4.1355612,3.1843872,0.72006378,0.72056741,0.750646,0.701895,35.283119,31.753689,0.011083565,0.010747977,35.093898,35.91959,46.381218,21.171097,1719.6007,1547.5861,6.8252717,6.7389217,61.696298,60.044113,78.031647,45.692375,3023.1182,2720.7104,7.5748155,7.1657522,5.2152029,5.0790377,8.0809679,2.5227008,255.54497,229.98231,1.322231,1.365213,113.64467,112.68587,130.80684,100.27893,5568.5889,5011.5525,7.5820116,7.2387632,13.634783,13.600022,21.004351,8.6105814,668.10437,601.27265,2.7815258,2.2878686,0.46867188,0.4414492,0.80451912,0.22132815,22.96492,20.667698,0.14517141,0.14988698,1.3387309,1.3762412,1.8142877,0.93790942,65.597816,59.035942,0.22857699,0.23260367,0.17075454,0.17436251,0.31933653,0.046780791,8.366972,7.5300086,0.061860061,0.060737387,3.7355624,3.0320761,11.643037,0.64620417,183.04259,164.73247,2.8753021,2.0420293,0.015258711,0.009950014,0.064631052,6.18e-12,0.74767685,0.67288535,0.014837547,0.014357904,0.20868701,0.20133179,0.42224917,0.094148308,10.225664,9.2027716,0.061181122,0.053828593,0.11798534,0.099063955,0.30901486,4.37e-07,5.7812819,5.2029695,0.076973713,0.076038982,,,0085
